sentence1,sentence2,label
"Флагелла нь бактерийн бүрхүүлээс гадагш орон зайд цухуйж байрласан, хөдөлгөөний үүрэгтэй утаслаг бүтэц.","Флагелла нь бактерийн бүрхүүлээс гадагш орон зайд цухуйж байрлах, хөдөлгөөний үүрэгтэй утаслаг бүтэцтэй.",1
"Филамент буюу утаслаг , гогцоо, суурь бие, basal body гэсэн гурван хэсэгтэй.","Филамент буюу утаслаг, гогцоо, суурь бие гэсэн гурван хэсэгтэй.",1
"Бактерийн цитоплазмын мембранаас суурь бие эхлэнэ.","Бактерийн цитоплазмын мембранаас суурь бие эхэлдэг.",1
"Суурь бие саваа маягийн бүтэц түүнийг хүрээлсэн, цагиргуудаас тогтоно.","Суурь бие нь саваа маягийн бүтэцтэй, цагиргуудаас бүрддэг.",1
"Грам сөрөг нянд гадар мембраны хэсэгт хоёрдогч багц цагираг байна.","Грам сөрөг нянд гадар мембраны хэсэгт хоёрдогч цагираг багц байдаг.",1
"Суурь биеэс дэгээ хэлбэртэй гогцоо эхэлж, филаментад шилждэг.","Суурь биеэс дэгээ хэлбэртэй гогцоо эхэлж, филаментад шилждэг.",1
"Филамент флагеллин уургийн хэд хэдэн гинжээс бүрдэнэ.","Филамент нь флагеллин уургийн хэд хэдэн гинжээс бүрддэг.",1
"Флагелла байрлалаараа ялгаатай тул бактерийг ялган дүйх шинжийн нэг үзүүлэлт болдог.","Флагелла байрлалаараа ялгаатай байснаар бактерийг ялган дүйх шинжийн нэг үзүүлэлт болдог.",1
"Бактерийн шилбүүрийг байрлалаар нь: А. Перитрихи- Бактерийн эсийн эргэн тойронд байна. (Enterobacter, Bacillaceae)","Бактерийн шилбүүрийг байрлалаар нь ангилж болно: А. Перитрихи- Бактерийн эсийн эргэн тойронд байрладаг. (Enterobacter, Bacillaceae)",1
"Бактерийн шилбүүрийг байрлалаар нь: Б. Монотрихи- Нэг шилбүүртэй. (Vibrio)","Бактерийн шилбүүрийг байрлалаар нь ангилж болно: Б. Монотрихи- Нэг шилбүүртэй. (Vibrio)",1
"Бактерийн шилбүүрийг байрлалаар нь: В. Амфитрихи- Хоёр туйлд байрласан багц шилбүүр. (Spirillum)","Бактерийн шилбүүрийг байрлалаар нь ангилж болно: В. Амфитрихи- Хоёр туйлд байрласан багц шилбүүр. (Spirillum)",1
"Бактерийн шилбүүрийг байрлалаар нь: Г. Лофотрихи- Нэг туйлд байрласан багц шилбүүр (Pseudomonas) гэж ангилдаг.","Бактерийн шилбүүрийг байрлалаар нь ангилж болно: Г. Лофотрихи- Нэг туйлд байрласан багц шилбүүр. (Pseudomonas)",1
"Бактерийн перитрих байрлалтай шилбүүр цагийн зvvний эсрэг 1-2 секундын хугацаатай эргэлдэхэд бактер шулуун гүйх хөдөлгөөнийг хийнэ.","Бактерийн перитрих байрлалтай шилбүүр 1-2 секундын хугацаанд цагийн зүүн зүг рүү эргэлдэж, шулуун хөдөлгөөн хийхэд чиглэлээ өөрчилдөг.",1
"Бактерийн перитрих байрлалтай шилбүүр цагийн зvvний эсрэг 1-2 секундын хугацаатай эргэлдэхэд бактер шулуун гүйх хөдөлгөөнийг хийнэ.","Бактерийн шилбүүр 0.1-0.2 секундын хугацаанд цагийн зүүн зүг рүү эргэлдэхэд байрандаа өнхрөх хөдөлгөөн хийдэг.",1
"Бактерийн перитрих байрлалтай шилбүүр 0.1-0.2 секундын хугацаатай цагийн зvvний дагуу эргэлдэхэд байрандаа өнхрөх хөдөлгөөн хийхэд чиглэл өөрчлөгддөг.","Бактерийн шилбүүр 1-2 секундын хугацаатай цагийн зүүн зүг рүү эргэлдэж, шулуун хөдөлгөөн хийхэд чиглэлээ өөрчилдөг.",1
"Шилбүүрийн эргэлдэх чигийг хянадаг систем бактерт бий. Үүнд: фосфотрансфераза тээвэрлэлтийн системийн энзимII, цитоплазмын мембран дах гэрэл болон хүчилтөрөгчийн рецептор, периплазмын завсар дах холбогч уургууд шилбүүрийн эргэлтийн чигд нөлөөлдөг.","Бактерийн перитрих байрлалтай шилбүүрийн хөдөлгөөн нь энзим II, цитоплазмын мембран дах рецепторууд болон периплазмын завсарт байрлах уургуудын нөлөөгөөр хянагддаг.",1
"Шилбүүрийн эргэлдэх чигийг хянадаг систем бактерт бий. Үүнд: фосфотрансфераза тээвэрлэлтийн системийн энзимII, цитоплазмын мембран дах гэрэл болон хүчилтөрөгчийн рецептор, периплазмын завсар дах холбогч уургууд шилбүүрийн эргэлтийн чигд нөлөөлдөг.","Бактерийн шилбүүр цагийн зүүн зүг рүү 1-2 секундын хугацаанд эргэлдэж, чиглэлээ өөрчилдөг бөгөөд энзим II, рецепторууд эргэлтийн чигийг хянадаг.",1
"Бактерийн перитрих байрлалтай шилбүүр 0.1-0.2 секундын хугацаатай цагийн зvvний дагуу эргэлдэхэд байрандаа өнхрөх хөдөлгөөн хийхэд чиглэл өөрчлөгддөг.","Бактерийн гадаад орчны нөхцөлд шилбүүрийн чиглэлийн өөрчлөлт үүсдэггүй бөгөөд хөдөлгөөн нь ээлжлэн шулуун ба өнхрөх хөдөлгөөнөөр тогтмол үргэлжилдэг.",0
"Бактерийн перитрих байрлалтай шилбүүр 1-2 секундын хугацаанд цагийн зүүн зүг рүү эргэлдэж, шулуун хөдөлгөөн хийхэд чиглэлээ өөрчилдөг.","Бактерийн шилбүүр 1-2 секундын хугацаанд эргэлдэж, ээлжлэн шулуун ба өнхрөх хөдөлгөөнөөр чиглэлээ өөрчилж хөдөлдөг.",1
"Цочролын зүг чиглэн ойртоход шулуун хөдөлгөөний үргэлжлэх хугацаа урт, өнхрөлтийн хугацаа богино байдаг бол зугатан зайлахад гүйлтийн хугацаа богиносдог.","Бактерийн шилбүүрийн хөдөлгөөн нь цочролын зүг чиглэн ойртоход хурдтай, зугатахад удаан хөдөлгөөн хийдэг.",1
"Бактерийн химийн цочрол буюу бодисын зүг ойртох эсвэл түүнийг орхих үйлдлийг химотаксис гэдэг.","Химотаксис гэдэг нь бактерийн бодисын зүг ойртох эсвэл зугатах хөдөлгөөнийг илэрхийлдэг.",1
"Бактерийн химийн цочрол буюу бодисын зүг ойртох эсвэл түүнийг орхих үйлдлийг химотаксис гэдэг.","Бактерийн химийн цочролыг таньж, шилбүүрт дамжуулах систем нь концентрацийг харьцуулах үйлдлийг хийнэ.",0
"Бактер цитоплазмын мембран дах санах системээрээ химийн цочролын одоо байгаа концентрацийг урдах орчинд байсан концентрацитай нь харьцуулан таньж, дохиоллыг шилбүүрт дамжуулна.","Бактерийн химийн цочролын концентрацийг харьцуулах систем нь бодисын чиглэлийг мэдрэхэд оролцдог.",1
"Бактерийн химийн цочролын одоо байгаа концентрацийг урдах орчинд байсан концентрацитай харьцуулан таньж, шилбүүрт дамжуулна.","Бактерийн химийн цочролын тогтмол концентрацийг таньж, шилбүүрт дамжуулах систем нь концентрацийг харьцуулдаг.",1
"Бактерийн химийн цочролыг мэдрэн, хариу хөдөлгөөн хийдэг.","Бактерийн химийн цочролын хариу хөдөлгөөн нь химоаттрактант эсвэл химорепеллент бодисын хариу үйлдэл гэж нэрлэгддэг.",1
"Химотаксис нь бодисоос зугатах эсвэл ойртох хөдөлгөөн юм.","Бактерийн химийн цочролд эерэг ба сөрөг химотаксис хамаарна.",1
"Бактер магнетосом гэх уурган нимгэн бүрхүүлтэй, соронзон төмрийн оксид (Fe3O4)-ыг агуулж, магнетотаксис хийдэг.","Бактер магнетосом нь соронзон талбайд татагдсан хөдөлгөөнтэй байдаг.",1
"Бактер магнетосом гэх уурган нимгэн бүрхүүлтэй, соронзон төмрийн оксид (Fe3O4)-ыг агуулж, магнетотаксис хийдэг.","Бактерийн хөдөлгөөний төрлүүд нь химотаксис ба фототаксис гэсэн төрөлд хамаарна.",0
"Гэрлийн эрчмийн ялгааг мэдрэн, хийж байгаа хөдөлгөөнийг фототаксис гэдэг.","Бактерийн фототаксис гэдэг нь гэрлийн ялгааг мэдрэн хөдөлгөөн хийх явцыг илэрхийлдэг.",1
"Усны бактер устөрөгчийн хийтэй вакуоль үүсгэн жингээ тааруулах замаар, фотосинтез явагдах тохиромжтой усны баганын түвшинд шилжин байршдаг.","Бактерийн фотосинтезийн үйлдлийг усны баганын түвшинд жингээ тааруулж хийх явцыг илэрхийлдэг.",1
"Бактерийн эс гликокаликс гэх бүтэцээр хүрээлэгдсэн байдаг.","Гликокаликс нь бактерийн эсүүдийг хооронд холбон эсийн агрегат үүсгэхэд оролцдог.",1
"Гликокаликс нь бактерийн эсийн гадаргууг хүлээж, салаалж орооцолдсон поли-сахаридын утаслагуудаас бүрддэг.","Гликокаликс нь эсийн агрегат үүсгэхэд оролцдог, холбогч бүтэцтэй байдаг.",1
"Гликокаликс нь эсийн агрегат үүсгэхийн зэрэгцээ зарим бактер хатуу гадарт холбогдоход оролцдог.","Гликокаликс нь колонийн эсүүдийг хооронд холбох үүрэгтэй бүтэц юм.",1
"Гликокаликс эсүүдийг хооронд холбон эсийн агрегат үүсгэхийн зэрэгцээ зарим бактер хатуу гадарт холбогдоход оролцдог.","Гликокаликс нь холбогч давхарга бөгөөд усны баганын түвшинд шилжихэд оролцдог.",0
"Бактерийн эсээс гадагш цухуйсан, шулуун, үс мэт бүтэцтэй пили нь пилин гэх нэгжээс гадна фосфат, карбогидрат агуулсан байдаг.","Пили гэдэг нь бактерийн эсээс гадагш цухуйсан, үс мэт бүтэцтэй бөгөөд пилин, фосфат, карбогидрат агуулдаг.",1
"Пили нь бактерийн эсээс гадагш цухуйсан, шулуун бүтэцтэй бөгөөд пилин, фосфат, карбогидрат агуулсан байдаг.","Пили нь олон төрлийн бүтэцтэй бөгөөд зарим нь донор реципиент хооронд холбогдож, зарим нь эзэн эсэд наалдахад оролцдог.",0
"F пили нь донор бактерийн эсээс реципиент бактерийн эсэд холбогдож, ДНХ-ийн хэсэг дамжуулах гүүр үүсгэдэг.","F пили нь удмын мэдээлэл солилцох үед донор болон реципиент бактерийн эсүүдийн хооронд холболт үүсгэдэг.",1
"F пили нь донор бактерийн эсээс реципиент бактерийн эсэд холбогдож, ДНХ-ийн хэсэг дамжуулдаг.","F пили нь удмын мэдээллийг солилцохдоо ДНХ-ийн хэсгийг дамжуулах зориулалттай гүүр үүсгэдэг.",1
"Пили нь бактериофагийн зарим төрлийн үйл ажиллагаанд оролцдог.","Пили зарим бактериофагийн бүтэцтэй холбоотой үүрэг гүйцэтгэдэг.",1
"Фимбри нь пилид өөр хариуцлага үүрэгтэй бөгөөд эзэн эсэд наалдахад оролцдог.","Фимбри нь бактерийн эсийн гадаргуу дээр наалдах үүрэгтэй пилид тохирох нэршил юм.",1
"Фимбри гэдэг нь пилийн өөр төрлийн үүрэгтэй, эзэн эсэд наалдахад оролцдог.","Пили нь бүх тохиолдолд донор болон реципиент бактерийн хооронд удмын мэдээлэл солилцох үүрэгтэй байдаг.",0
"Пили нь бактериудын хооронд үүсдэг холбоос бөгөөд удмын мэдээллийг солилцох үүрэгтэй.","Пили нь бактерийн хооронд холболт үүсгэх үүрэгтэй бөгөөд зарим тохиолдолд эзэн эсэд наалдахад оролцдог.",1
"Бактерийн удмын мэдээллийг нэг хромосом агуулах бөгөөд цагираг тогтоцтой ДНХ-ийн нэг молекулаас бүрдэнэ.","Бактерийн генетик мэдээллийг нэг цагираг ДНХ молекулаар илэрхийлдэг бөгөөд энэ нь хромосомын бүтцээс бүрддэг.",1
"E. coli-ийн ДНХ нь 4.7 х 10^6 хос нуклеотидтай.","E. coli-ийн геном нь 4.7 сая хос нуклеотид агуулдаг.",1
"Бактерийн ДНХ эсийн цитоплазмд орших бөгөөд зарим хэсэг нь ЦМ-тай холбоотой байна.","Бактерийн ДНХ нь эсийн цитоплазмд байж, зарим хэсэг нь эсийн мембранаар холбоотой байдаг.",1
"ДНХ-ийн утаслагын эрчлэгдээгүй хэлбэрийн урт 1мм бөгөөд эрчлэгдсэн хэлбэр нь 1мкм хэмжээтэй.","Эсийн дотор ДНХ-ийн урт нь эрчлэгдээгүй үед 1мм, эрчлэгдсэн үед 1мкм байдаг.",1
"Бактерийн хромосомын ДНХ-д гистоны уураг байдаггүй.","Бактерийн хромосом дахь ДНХ нь гистоны уургүй байдаг.",1
"Бактерийн хромосомд ДНХ-ийн репликаци, транскрипцийн явц болон генийн экспресстэй холбоотой уургууд байдаг.","Бактерийн хромосом нь ДНХ-ийн репликаци, транскрипц, болон генийн экспрессийн уургуудыг агуулдаг.",1
"Бактерийн хромосомын репликаци эсийн хуваагдалтай холбоотой явагддаг.","Бактерийн хромосомын ДНХ репликаци нь эсийн хуваагдалтай холбоотой процесс юм.",1
"Бактерийн эс хуваагдаж, эх эсээс хоёр шинэ эс бий болох замаар үрждэг.","Бактерийн эс нь хуваагдаж, шинэ хоёр эс үүсгэж үрждэг процесс нь генетикийн мэдээллийг өвлүүлдэг.",1
"Эс тус бүр удмын мэдээллийг өвлөн авдаг учраас ДНХ- ийн репликаци дуусч, эс хуваагдахад ЦМ, эсийн хана дотогш тїрэн бий болдог септум vvсэх явцыг зохицуулдаг генийн экспресс явагдана.","Эс хуваагдах үед ДНХ репликаци дуусаж, шинэ эсүүд бий болох явцад септум үүсгэж, эсийн мембраны болон ханы бүтцийн процесс зохицуулагдана.",1
"ДНХ-ийн эрчлэлтийн зэрэг бактерийн генетик мэдээллийн урт хэмжээг харуулдаг.","ДНХ-ийн эрчлэлт нь бактерийн генетик мэдээллийн урттай холбоотой.",0
"Бактерийн хромосомд ДНХ репликацийн хяналтаас гадна гистоны уургууд оршдог.","Бактерийн хромосом дахь ДНХ-ийн репликаци болон гистоны уургуудын үүрэг ялгагдахгүй байдаг.",0
"Бактерт хромосомоос гадна цагираг тогтоцтой нэг ба хэд хэдэн ДНХ-ийн молекул байна.","Бактерийн эсүүдэд хромосомын гадна цагираг хэлбэртэй нэг эсвэл хэд хэдэн ДНХ молекул оршдог.",1
"Бактерийн плазмид хромосомын 5-10%-тай тэнцэх хэмжээтэй боловч агуулж байгаа нэмэлт мэдээлэл нь удмын мэдээлэл солилцох, хор үүсгэх, антибиотек хүнд металлын давсанд тэсвэртэй байх шинжийг тодорхойлдог.","Бактерийн плазмид нь хромосомоос 5-10% хэмжээтэй бөгөөд удамшлын мэдээлэл, хор үүсгэх чадвар, антибиотек болон хүнд металлын тэсвэртэй байдлыг тодорхойлдог.",1
"Плазмидын хэмжээ жижиг, репликаци нь хромосомоос хамааралгүй явагддаг, эс хооронд дамждаг шинжийг нь үндэслэн генийн инженерийн судлагаанд түгээмэл хэрэглэдэг.","Плазмид нь жижиг хэмжээтэй, хромосомоос хамааралгүйгээр репликацлагддаг ба эс хооронд дамжих шинжтэй тул генийн инженерчлэлд өргөн хэрэглэгддэг.",1
"Рибосом цитоплазмд байдаг, уураг, рибосомын РНХ, рРНХ-ээс бүрддэг органелл юм.","Рибосом нь цитоплазмд байрлах, уураг, рибосомын РНХ (рРНХ) агуулсан органелл юм.",1
"Прокариот эсийн рибосомын хоёр дэд нэгж Mg++ ионы оролцоотой энерги зарцуулан хоорондоо нэгдэж, уураг нийлэгжүүлэх идэвхтэй болдог.","Прокариотын рибосом нь хоёр дэд нэгжтэй, Mg++ ионы тусламжтайгаар энерги зарцуулан нэгдэж, уураг нийлэгжүүлдэг.",1
"ДНХ дэх уургийн мэдээллийг хуулбарласан мРНХ рибосом дээр уураг нийлэгжих явцад оролцдог.","ДНХ-ийн уургийн мэдээллийг мРНХ хуулбарлан рибосом дээр уураг нийлэгжих процессэд оролцдог.",1
"Бактерийн плазмид нь рибосомын үйл ажиллагааг зохицуулдаг.","Плазмид нь рибосомын үйл ажиллагаанд нөлөөлдөг гэж хэлж болохгүй, учир нь плазмид нь хромосомоос өөр мэдээлэл агуулдаг.",0
"Рибосом нь хромосомын бүтэцтэй байдаг.","Рибосом нь хромосомын бүтэцтэй биш, рибосомын РНХ болон уураг агуулсан органелл юм.",0
"Бактерийн плазмид нь их хэмжээтэй бөгөөд хромосомоос хамааралтай репликац явдаг.","Бактерийн плазмид нь жижиг бөгөөд хромосомоос хамааралгүй репликац явдаг.",0
"мРНХ-ийн дагуу рибосом дээр уураг нийлэгжинэ.","Рибосом дээр уураг нийлэгжих процесс мРНХ-ийн мэдээлэл дээр үндэслэнэ.",1
"Прокариот эс 30S ба 50S дэд нэгжvvдээс бїрддэг 70S рибосомтой.","Прокариотын эс нь 30S ба 50S дэд нэгжүүдээс бүрдэх 70S рибосомыг агуулдаг.",1
"30S нэгжийг 21 уураг, 16S рРНХ бvрдvvлэх бөгөөд дунджаар 1540 нуклеотид агуулна.","30S рибосомын нэгж нь 21 уураг болон 16S рРНХ-ээс бүрдэж, дунджаар 1540 нуклеотид агуулдаг.",1
"50S нэгжийн бїрдэлд ойролцоогоор 2900 нуклеотидтэй 34 орчим уураг, 23S рРНХ-тэй хэсэг, 120 орчим нуклеотидтэй 5S рРНХ ордог.","50S рибосомын нэгж нь ойролцоогоор 2900 нуклеотидтай 34 уураг, 23S рРНХ болон 120 нуклеотидтай 5S рРНХ агуулдаг.",1
"Эукариот эсийн 80S рибосомын уураг, РНХ болон бүтэц нь прокариот эсийн рибосомоос ялгаатай тул рибосомд нөлөөлдөг хими заслын бэлдмэлийг эмчилгээнд хэрэглэх үндэс болдог.","Эукариотын 80S рибосомын бүтэц болон уураг, РНХ нь прокариотын рибосомоос ялгаатай бөгөөд энэ ялгаа нь эмчилгээний хими бэлдмэлд нөлөөлдөг.",1
"Бодисын солилцооны уургууд рибосом дээр нийлэгжиж, эсийг бүтээгч макро нэгдлийг бий болгохын зэрэгцээ энергэ бий болгох үйл явцыг зохицуулдаг.","Бодисын солилцооны уургууд рибосом дээр нийлэгжиж, макро нэгдлүүдийг бий болгож, энергийг зохицуулдаг.",1
"Эритромицин, стрептомицин зэрэг антибиотекууд сонгомлоор 70S рибосомын хэлбэрийг өөрчлөх замаар бактерийн уургийн нийлэгжлийг дарангуйлна.","Эритромицин, стрептомицин зэрэг антибиотекүүд нь 70S рибосомын хэлбэрийг өөрчилж, бактерийн уургийн нийлэгжлийг дарангуйлах үйлдэлтэй байдаг.",1
"70S рибосом нь 30S ба 50S дэд нэгжүүдээс бүрдэх бөгөөд энэ нь еукариотын рибосомын 80S-с ялгаатай.","70S рибосом нь 30S ба 50S дэд нэгжүүдээс бүрддэг бөгөөд энэ нь 80S еукариот рибосомоос ялгаатай.",1
"Эукариотын 80S рибосом нь 70S рибосомоос ялгаатай бүтэцтэй байдаг.","70S рибосом нь эукариотын 80S рибосомоос ялгаатай бүтэцтэй байдаг.",1
"Рибосомын дэд нэгжийн хэмжээ нь уургийн нийлэгжих явцад нөлөөлдөггүй.","Рибосомын дэд нэгжийн хэмжээ нь уургийн нийлэгжих процесс дээр нөлөөлдөг.",0
"Рибосом нь зөвхөн прокариот эсүүдэд байдаг.","Рибосом нь прокариот болон еукариот эсүүдэд байдаг.",0
"Эритромицин нь 30S рибосомын дэд нэгжийг зорилтот болгож үйл ажиллагаа явуулдаг.","Эритромицин нь 70S рибосомын хэлбэрийг өөрчилж бактерийн уургийн нийлэгжлийг дарангуйлах үйлдэлтэй.",0
"Амьд эс энерги, эрчим үүсгэж, АТФ байдлаар хадгалан зарцуулж байдаг.","Амьд эсүүд АТФ-г үүсгэж хадгалан эрчим хүчийг зарцуулдаг.",1
"АТФ буюу энерги бий болох үндсэн 2 зам байна: субстрат фосфоржих, химиосмоз.","АТФ үүсэх үндсэн замууд нь субстрат фосфоржих ба химиосмоз юм.",1
"Цитоплазмд явагдаж байгаа урвалын дїнд энерги бий болохыг субстрат фосфоржин энерги үүсэх гэнэ.","Субстрат фосфоржих явцад цитоплазмд энерги үүсдэг.",1
"Химиосмозын їед мембран, мембрантай холбоот АТФаза шаардлагатай.","Химиосмозын явцад мембран ба АТФаза шаардлагатай байдаг.",1
"Мембранаар зааглагдсан орчинд протоны градиент үүсч, үүний улмаас бий болж хадгалагдсан энергийг зарцуулан АТФаза АДФ-ыг фосфоржуулдаг.","Протоны градиент үүсэж, АТФаза АДФ-ыг фосфоржуулан АТФ үүсгэдэг.",1
"Бактерийн цитоплазмын мембранд химиосмозын замаар энерги хувирах явц явагддаг.","Бактерийн цитоплазмын мембранаар химиосмозын замаар энерги хувирч байна.",1
"Бактерийн метаболизмын дүнд цитоплазмын мембраны гадна талд протон илvvтээ хуримтлагдаж, эсийн гадаад болон дотоод орчны хооронд протоны концентрацийн зөрvv үүсдэг.","Цитоплазмын мембраны гадна талд протон хуримтлагдаж, протоны концентраци үүсгэж байна.",1
"Спор үүсгэж амьд vлдэх Clostridium, Bacillus төрлийн бактер эндоспор үүсгэдэг.","Clostridium ба Bacillus төрлийн бактерууд эндоспор үүсгэн амьд үлддэг.",1
"Бактерийн өсөлт үржилд нөлөөлдөг дулаан, хүчилтөрөгч, тэжээлийн эх үүсвэр, чийглэг зэрэг хvчин зvйлvvд тохиромжгүй байгаа нөхцөлд бактерт спор үүсдэг.","Бактерийн өсөлт болон үржилд нөлөөлдөг нөхцөлүүд тохиромжгүй үед спор үүсдэг.",1
"Спор үүсэх явцад эндоспор бүрэлдэхэд хэд хэдэн давхарга бий болно, дипиколийн хүчил спорын тэсвэрт чанарыг бий болгоно.","Спор үүсэх явцад эндоспорын бүрэлдэхүүн давхарга, дипиколийн хүчил тэсвэртэй чанарыг нэмэгдүүлнэ.",1
"Бактерийн цитоплазмын мембран цүлхийж нугалаатан дотор мембраныг үүсгэнэ.","Цитоплазмын мембран цүлхийж, дотор мембраныг үүсгэдэг.",1
"Бактерийн хромосомын нэг хэсэг спор бүрэлдэх явцад тусгаарлагдаж, эндоспорын бүрэлдэхүүнд ордог.","Хромосомын нэг хэсэг спорын бүрэлдэхүүнд тусгаарлагдаж ордог.",1
"Бодисын хадгалалт ба шилжилтэд бактерийн эсд мембрант органелл байдаггүй тул бодисууд чөлөөтэй оршдог.","Бактерийн эсэнд мембрант органелл байдаггүй тул бодисууд чөлөөтэй оршдог.",1
"Бактерийн экзофермент гадаад орчинд ялгарч, том молекулт нэгдлүүдийг задлаж, цитоплазмын мембранаар шилжих боломжтой болгодог.","Экзофермент гадаад орчинд ялгарч, том молекулт нэгдлийг задлаж, мембранаар шилжих боломжийг олгодог.",1
"Олон бактер полифосфатыг органик бус фосфатын нөөц болгон хадгалж, АТФ-ын нийлэгжилтэнд зарцуулдаг.","Полифосфат нь АТФ нийлэгжилтэд органик бус фосфатын нөөц болгон хадгалагддаг.",1
"Фотосинтез явуулдаг бактер хүхрийн мөхлөгтэй.","Фотосинтез хийдэг бактерууд нь хүхрийн мөхлөгтэй байдаг.",1
"Бактерийн экзофермент нь дохионы дараалалгүйгээр ялгардаг.","Экзофермент нь дохионы дараалалтайгаар ялгардаг.",0
"Спор үүсгэх явцад эндоспорын давхаргын бүрэлдэхүүн нь дулаан тэсвэртэй чанаргүй байдаг.","Эндоспорын давхарга дулаан тэсвэртэй чанарыг бий болгодог.",0